date,预测平均值:GDP:累计同比,预测平均值:工业增加值:当月同比,预测平均值:CPI:当月同比,预测平均值:PPI:当月同比,预测平均值:固定资产投资:累计同比,预测平均值:社会消费品零售总额:当月同比,预测平均值:出口金额:当月同比,预测平均值:进口金额:当月同比,预测平均值:贸易差额:当月值,预测平均值:M2:同比,预测平均值:人民币贷款:同比,预测平均值:人民币贷款:当月新增,预测平均值:1年期存款利率,预测平均值:1年期贷款利率,CPI:当月同比,RPI:当月同比,PPI:全部工业品:当月同比,CGPI:当月同比,M1:同比,M2:同比,人民币存款准备金率:大型存款类金融机构(月),人民币存款准备金率:中小型存款类金融机构(月),官方储备资产:外汇储备,宏观经济景气指数:预警指数,宏观经济景气指数:一致指数,宏观经济景气指数:先行指数,宏观经济景气指数:滞后指数,消费者信心指数(月),消费者满意指数(月),消费者预期指数(月),全国居民收入基尼系数
2009/8/13,8.35,11.88,-1.28,-7.87,32.15,15.36,-20.07,-11.24,140.2,28.43,33.23,"6,437.63",2.25,5.31,-1.2,-2,-7.86,92.9,27.72,28.53,15.5,13.5,"22,108.27",96.7,97.3,104.2,89.9,102.7,103.8,102,0.49
2009/8/14,8.35,11.88,-1.28,-7.87,32.15,15.36,-20.07,-11.24,140.2,28.43,33.23,"6,437.63",2.25,5.31,-1.2,-2,-7.86,92.9,27.72,28.53,15.5,13.5,"22,108.27",96.7,97.3,104.2,89.9,102.7,103.8,102,0.49
2009/8/17,8.35,11.88,-1.28,-7.87,32.15,15.36,-20.07,-11.24,140.2,28.43,33.23,"6,437.63",2.25,5.31,-1.2,-2,-7.86,92.9,27.72,28.53,15.5,13.5,"22,108.27",96.7,97.3,104.2,89.9,102.7,103.8,102,0.49
2009/8/18,8.35,11.88,-1.28,-7.87,32.15,15.36,-20.07,-11.24,140.2,28.43,33.23,"6,437.63",2.25,5.31,-1.2,-2,-7.86,92.9,27.72,28.53,15.5,13.5,"22,108.27",96.7,97.3,104.2,89.9,102.7,103.8,102,0.49
2009/8/19,8.35,11.88,-1.28,-7.87,32.15,15.36,-20.07,-11.24,140.2,28.43,33.23,"6,437.63",2.25,5.31,-1.2,-2,-7.86,92.9,27.72,28.53,15.5,13.5,"22,108.27",96.7,97.3,104.2,89.9,102.7,103.8,102,0.49
2009/8/20,8.35,11.88,-1.28,-7.87,32.15,15.36,-20.07,-11.24,140.2,28.43,33.23,"6,437.63",2.25,5.31,-1.2,-2,-7.86,92.9,27.72,28.53,15.5,13.5,"22,108.27",96.7,97.3,104.2,89.9,102.7,103.8,102,0.49
2009/8/21,8.35,11.88,-1.28,-7.87,32.15,15.36,-20.07,-11.24,140.2,28.43,33.23,"6,437.63",2.25,5.31,-1.2,-2,-7.86,92.9,27.72,28.53,15.5,13.5,"22,108.27",96.7,97.3,104.2,89.9,102.7,103.8,102,0.49
2009/8/24,8.35,11.88,-1.28,-7.87,32.15,15.36,-20.07,-11.24,140.2,28.43,33.23,"6,437.63",2.25,5.31,-1.2,-2,-7.86,92.9,27.72,28.53,15.5,13.5,"22,108.27",96.7,97.3,104.2,89.9,102.7,103.8,102,0.49
2009/8/25,8.35,11.88,-1.28,-7.87,32.15,15.36,-20.07,-11.24,140.2,28.43,33.23,"6,437.63",2.25,5.31,-1.2,-2,-7.86,92.9,27.72,28.53,15.5,13.5,"22,108.27",96.7,97.3,104.2,89.9,102.7,103.8,102,0.49
2009/8/26,8.35,11.88,-1.28,-7.87,32.15,15.36,-20.07,-11.24,140.2,28.43,33.23,"6,437.63",2.25,5.31,-1.2,-2,-7.86,92.9,27.72,28.53,15.5,13.5,"22,108.27",96.7,97.3,104.2,89.9,102.7,103.8,102,0.49
2009/8/27,8.35,11.88,-1.28,-7.87,32.15,15.36,-20.07,-11.24,140.2,28.43,33.23,"6,437.63",2.25,5.31,-1.2,-2,-7.86,92.9,27.72,28.53,15.5,13.5,"22,108.27",96.7,97.3,104.2,89.9,102.7,103.8,102,0.49
2009/8/28,8.35,11.88,-1.28,-7.87,32.15,15.36,-20.07,-11.24,140.2,28.43,33.23,"6,437.63",2.25,5.31,-1.2,-2,-7.86,92.9,27.72,28.53,15.5,13.5,"22,108.27",96.7,97.3,104.2,89.9,102.7,103.8,102,0.49
2009/8/31,8.35,11.88,-1.28,-7.87,32.15,15.36,-20.07,-11.24,140.2,28.43,33.23,"6,437.63",2.25,5.31,-1.2,-2,-7.86,92.9,27.72,28.53,15.5,13.5,"22,108.27",96.7,97.3,104.2,89.9,102.7,103.8,102,0.49
2009/9/1,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/2,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/3,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/4,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/7,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/8,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/9,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/10,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/11,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/14,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/15,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/16,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/17,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/18,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/21,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/22,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/23,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/24,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/25,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/28,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/29,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/9/30,8.35,13.15,-0.8,-6.98,33.76,15.71,-20.16,-14.21,157,28.38,33.35,"6,437.63",2.25,5.31,-0.8,-1.5,-6.99,94.1,29.51,29.31,15.5,13.5,"22,725.95",103.3,98.1,105,90.7,102.8,103.7,102.2,0.49
2009/10/9,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/12,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/13,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/14,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/15,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/16,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/19,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/20,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/21,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/22,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/23,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/26,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/27,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/28,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/29,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/10/30,8.52,15.42,-0.42,-5.3,33.23,15.91,-14.86,-2.62,172.17,29.51,33.48,"6,437.63",2.25,5.26,-0.5,-1.3,-5.85,96.3,32.03,29.42,15.5,13.5,"23,282.72",106.7,99.4,105.8,91.9,103.2,104,102.6,0.49
2009/11/2,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/3,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/4,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/5,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/6,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/9,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/10,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/11,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/12,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/13,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/16,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/17,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/18,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/19,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/20,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/23,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/24,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/25,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/26,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/27,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/11/30,8.52,18.25,0.46,-2.4,33.01,16.67,1.01,21.74,246.24,29.02,33.5,"6,437.63",2.25,5.26,0.6,0,-2.08,100.4,34.63,29.74,15.5,13.5,"23,887.88",117.3,100.4,105.4,93.2,103.3,103.8,103,0.49
2009/12/1,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/2,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/3,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/4,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/7,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/8,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/9,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/10,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/11,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/14,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/15,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/16,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/17,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/18,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/21,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/22,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/23,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/24,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/25,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/28,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/29,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/30,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2009/12/31,8.52,20.39,1.75,0.87,32.13,16.45,5.02,30.32,219.58,27.91,31.55,"6,437.63",2.21,5.26,1.9,1.4,1.7,103.4,32.35,27.68,15.5,13.5,"23,991.52",116.7,102.1,105.4,93.8,103.9,103.8,104,0.49
2010/1/4,11.49,17.83,1.89,3.87,24.83,15.58,22.77,81.17,145.34,25.91,29.2,"6,437.63",2.25,5.31,1.5,1.8,4.32,104.5,38.96,25.98,16,14,"24,152.21",116.7,103.2,105.3,95.1,104.7,104.8,104.6,0.481
2010/1/5,11.49,17.83,1.89,3.87,24.83,15.58,22.77,81.17,145.34,25.91,29.2,"6,437.63",2.25,5.31,1.5,1.8,4.32,104.5,38.96,25.98,16,14,"24,152.21",116.7,103.2,105.3,95.1,104.7,104.8,104.6,0.481
2010/1/6,11.49,17.83,1.89,3.87,24.83,15.58,22.77,81.17,145.34,25.91,29.2,"6,437.63",2.25,5.31,1.5,1.8,4.32,104.5,38.96,25.98,16,14,"24,152.21",116.7,103.2,105.3,95.1,104.7,104.8,104.6,0.481
